Date,Team,Shots,SOT,Corners,Yellow,Red,Shots_last5,SOT_last5,Corners_last5,Yellow_last5,Red_last5
2024-01-12,AVS,6.0,1.0,2.0,3.0,2.0,,,,,
2024-03-11,AVS,13.0,6.0,4.0,4.0,0.0,6.0,1.0,2.0,3.0,2.0
2024-05-10,AVS,16.0,2.0,7.0,2.0,0.0,9.5,3.5,3.0,3.5,1.0
2024-08-12,AVS,7.0,3.0,3.0,4.0,0.0,11.666666666666666,3.0,4.333333333333333,3.0,0.6666666666666666
2024-09-11,AVS,11.0,2.0,6.0,0.0,0.0,10.5,3.0,4.0,3.25,0.5
2024-10-08,AVS,17.0,3.0,4.0,1.0,0.0,10.6,2.8,4.4,2.6,0.4
2025-01-02,AVS,4.0,1.0,2.0,5.0,1.0,12.8,3.2,4.8,2.2,0.0
2025-02-03,AVS,6.0,3.0,1.0,2.0,0.0,11.0,2.2,4.4,2.4,0.2
2025-02-11,AVS,15.0,5.0,5.0,4.0,0.0,9.0,2.4,3.2,2.4,0.2
2025-04-01,AVS,17.0,2.0,9.0,5.0,0.0,10.6,2.8,3.6,2.4,0.2
2025-04-04,AVS,9.0,2.0,4.0,3.0,0.0,11.8,2.8,4.2,3.4,0.2
2025-04-10,AVS,5.0,2.0,0.0,3.0,0.0,10.2,2.6,4.2,3.8,0.2
2025-05-05,AVS,13.0,5.0,4.0,4.0,0.0,10.4,2.8,3.8,3.4,0.0
2025-06-12,AVS,9.0,5.0,3.0,6.0,1.0,11.8,3.2,4.4,3.8,0.0
2025-08-02,AVS,9.0,3.0,2.0,0.0,0.0,10.6,3.2,4.0,4.2,0.2
2025-08-03,AVS,9.0,1.0,1.0,1.0,0.0,9.0,3.4,2.6,3.2,0.2
2025-09-08,AVS,15.0,2.0,5.0,0.0,0.0,9.0,3.2,2.0,2.8,0.2
2025-09-11,AVS,16.0,8.0,1.0,1.0,0.0,11.0,3.2,3.0,2.2,0.2
2025-11-05,AVS,18.0,2.0,6.0,3.0,0.0,11.6,3.8,2.4,1.6,0.2
2026-02-02,AVS,8.0,3.0,1.0,0.0,0.0,13.4,3.2,3.0,1.0,0.0
2026-02-05,AVS,19.0,3.0,6.0,2.0,0.0,13.2,3.2,2.8,1.0,0.0
2026-03-01,AVS,9.0,4.0,2.0,5.0,0.0,15.2,3.6,3.8,1.2,0.0
2026-03-04,AVS,11.0,3.0,1.0,1.0,0.0,14.0,4.0,3.2,2.2,0.0
2026-07-03,AVS,12.0,2.0,0.0,3.0,0.0,13.0,3.0,3.2,2.2,0.0
2026-09-02,AVS,7.0,1.0,2.0,2.0,0.0,11.8,3.0,2.0,2.2,0.0
2026-10-05,AVS,9.0,5.0,3.0,2.0,0.0,11.6,2.6,2.2,2.6,0.0
2026-11-04,AVS,17.0,4.0,5.0,5.0,0.0,9.6,3.0,1.6,2.6,0.0
,AVS,10.0,5.0,3.0,4.0,1.0,11.2,3.0,2.2,2.6,0.0
,AVS,9.0,2.0,3.0,3.0,0.0,11.0,3.4,2.6,3.2,0.2
,AVS,9.0,2.0,2.0,2.0,0.0,10.4,3.4,3.2,3.2,0.2
,AVS,11.0,3.0,4.0,4.0,0.0,10.8,3.6,3.2,3.2,0.2
,AVS,3.0,0.0,1.0,3.0,0.0,11.2,3.2,3.4,3.6,0.2
,AVS,12.0,1.0,6.0,4.0,0.0,8.4,2.4,2.6,3.2,0.2
,AVS,5.0,1.0,2.0,2.0,0.0,8.8,1.6,3.2,3.2,0.0
,AVS,18.0,7.0,0.0,2.0,0.0,8.0,1.4,3.0,3.0,0.0
,AVS,7.0,1.0,1.0,2.0,0.0,9.8,2.4,2.6,3.0,0.0
,AVS,12.0,6.0,7.0,2.0,0.0,9.0,2.0,2.0,2.6,0.0
,AVS,13.0,3.0,6.0,4.0,0.0,10.8,3.2,3.2,2.4,0.0
,AVS,8.0,1.0,1.0,3.0,0.0,11.0,3.6,3.2,2.4,0.0
,AVS,11.0,3.0,4.0,0.0,0.0,11.6,3.6,3.0,2.6,0.0
,AVS,11.0,4.0,4.0,5.0,0.0,10.2,2.8,3.8,2.2,0.0
,AVS,8.0,2.0,3.0,4.0,1.0,11.0,3.4,4.4,2.8,0.0
,AVS,6.0,1.0,2.0,2.0,0.0,10.2,2.6,3.6,3.2,0.2
,AVS,4.0,2.0,3.0,2.0,0.0,8.8,2.2,2.8,2.8,0.2
,AVS,10.0,3.0,3.0,7.0,0.0,8.0,2.4,3.2,2.6,0.2
,AVS,10.0,3.0,4.0,3.0,0.0,7.8,2.4,3.0,4.0,0.2
,AVS,8.0,3.0,2.0,7.0,1.0,7.6,2.2,3.0,3.6,0.2
,AVS,10.0,3.0,1.0,4.0,0.0,7.6,2.4,2.8,4.2,0.2
,AVS,4.0,2.0,3.0,3.0,0.0,8.4,2.8,2.6,4.6,0.2
,AVS,13.0,3.0,5.0,1.0,0.0,8.4,2.8,2.6,4.8,0.2
,AVS,12.0,4.0,5.0,2.0,0.0,9.0,2.8,3.0,3.6,0.2
,AVS,8.0,1.0,2.0,1.0,0.0,9.4,3.0,3.2,3.4,0.2
,AVS,11.0,2.0,6.0,2.0,1.0,9.4,2.6,3.2,2.2,0.0
,AVS,7.0,2.0,4.0,1.0,0.0,9.6,2.4,4.2,1.8,0.2
,AVS,9.0,1.0,3.0,1.0,0.0,10.2,2.4,4.4,1.4,0.2
,AVS,7.0,3.0,1.0,2.0,0.0,9.4,2.0,4.0,1.4,0.2
,AVS,16.0,3.0,9.0,1.0,1.0,8.4,1.8,3.2,1.4,0.2
,AVS,7.0,1.0,0.0,1.0,0.0,10.0,2.2,4.6,1.4,0.4
,AVS,12.0,3.0,2.0,3.0,1.0,9.2,2.0,3.4,1.2,0.2
,AVS,27.0,7.0,11.0,5.0,0.0,10.2,2.2,3.0,1.6,0.4
,AVS,15.0,3.0,9.0,2.0,0.0,13.8,3.4,4.6,2.4,0.4
,AVS,3.0,0.0,1.0,0.0,0.0,15.4,3.4,6.2,2.4,0.4
,AVS,11.0,3.0,7.0,2.0,0.0,12.8,2.8,4.6,2.2,0.2
,AVS,10.0,2.0,4.0,2.0,1.0,13.6,3.2,6.0,2.4,0.2
,AVS,9.0,2.0,6.0,2.0,0.0,13.2,3.0,6.4,2.2,0.2
,AVS,13.0,7.0,9.0,2.0,0.0,9.6,2.0,5.4,1.6,0.2
,AVS,11.0,4.0,0.0,3.0,0.0,9.2,2.8,5.4,1.6,0.2
,AVS,8.0,0.0,3.0,3.0,0.0,10.8,3.6,5.2,2.2,0.2
2018-01-12,AZ Alkmaar,16.0,7.0,7.0,2.0,0.0,,,,,
2018-02-09,AZ Alkmaar,17.0,8.0,2.0,2.0,0.0,16.0,7.0,7.0,2.0,0.0
2018-03-11,AZ Alkmaar,18.0,6.0,7.0,1.0,0.0,16.5,7.5,4.5,2.0,0.0
2018-07-10,AZ Alkmaar,5.0,3.0,4.0,3.0,0.0,17.0,7.0,5.333333333333333,1.6666666666666667,0.0
2018-07-12,AZ Alkmaar,8.0,6.0,7.0,2.0,0.0,14.0,6.0,5.0,2.0,0.0
2018-11-11,AZ Alkmaar,8.0,2.0,3.0,1.0,0.0,12.8,6.0,5.4,2.0,0.0
2018-12-08,AZ Alkmaar,29.0,12.0,14.0,0.0,0.0,11.2,5.0,4.6,1.8,0.0
2019-01-09,AZ Alkmaar,13.0,3.0,11.0,3.0,0.0,13.6,5.8,7.0,1.4,0.0
2019-01-12,AZ Alkmaar,25.0,8.0,10.0,2.0,0.0,12.6,5.2,7.8,1.8,0.0
2019-02-02,AZ Alkmaar,20.0,9.0,9.0,0.0,0.0,16.6,6.2,9.0,1.6,0.0
2019-02-04,AZ Alkmaar,8.0,4.0,4.0,4.0,0.0,19.0,6.8,9.4,1.2,0.0
2019-02-11,AZ Alkmaar,33.0,11.0,13.0,0.0,0.0,19.0,7.2,9.6,1.8,0.0
2019-03-03,AZ Alkmaar,21.0,6.0,9.0,0.0,0.0,19.8,7.0,9.4,1.8,0.0
2019-04-08,AZ Alkmaar,21.0,10.0,14.0,1.0,0.0,21.4,7.6,9.0,1.2,0.0
2019-06-04,AZ Alkmaar,8.0,4.0,4.0,2.0,0.0,20.6,8.0,9.8,1.0,0.0
2019-06-10,AZ Alkmaar,18.0,7.0,8.0,6.0,1.0,18.2,7.0,8.8,1.4,0.0
2019-07-12,AZ Alkmaar,14.0,8.0,4.0,0.0,0.0,20.2,7.6,9.6,1.8,0.2
2019-08-02,AZ Alkmaar,16.0,8.0,5.0,1.0,0.0,16.4,7.0,7.8,1.8,0.2
2019-10-03,AZ Alkmaar,14.0,5.0,6.0,0.0,0.0,15.4,7.4,7.0,2.0,0.2
2019-10-11,AZ Alkmaar,20.0,11.0,8.0,0.0,0.0,14.0,6.4,5.4,1.8,0.2
2019-11-08,AZ Alkmaar,13.0,6.0,6.0,1.0,0.0,16.4,7.8,6.2,1.4,0.2
2019-12-05,AZ Alkmaar,13.0,2.0,3.0,1.0,0.0,15.4,7.6,5.8,0.4,0.0
2020-01-03,AZ Alkmaar,11.0,5.0,1.0,2.0,0.0,15.2,6.4,5.6,0.6,0.0
2020-01-11,AZ Alkmaar,19.0,11.0,6.0,1.0,0.0,14.2,5.8,4.8,0.8,0.0
2020-04-10,AZ Alkmaar,15.0,6.0,6.0,4.0,1.0,15.2,7.0,4.8,1.0,0.0
2020-06-12,AZ Alkmaar,5.0,2.0,7.0,7.0,2.0,14.2,6.0,4.4,1.8,0.2
2020-07-03,AZ Alkmaar,16.0,8.0,6.0,1.0,0.0,12.6,5.2,4.6,3.0,0.6
2020-08-11,AZ Alkmaar,15.0,6.0,10.0,0.0,0.0,13.2,6.4,5.2,3.0,0.6
2021-01-05,AZ Alkmaar,20.0,7.0,8.0,2.0,0.0,14.0,6.6,7.0,2.6,0.6
2021-02-12,AZ Alkmaar,19.0,7.0,2.0,1.0,0.0,14.2,5.8,7.4,2.8,0.6
2021-03-04,AZ Alkmaar,5.0,2.0,2.0,1.0,1.0,15.0,6.0,6.6,2.2,0.4
2021-03-10,AZ Alkmaar,9.0,5.0,1.0,3.0,0.0,15.0,6.0,5.6,1.0,0.2
2021-05-12,AZ Alkmaar,10.0,5.0,8.0,1.0,0.0,13.6,5.4,4.6,1.4,0.2
2021-06-02,AZ Alkmaar,16.0,5.0,8.0,1.0,0.0,12.6,5.2,4.2,1.6,0.2
2021-07-03,AZ Alkmaar,13.0,4.0,6.0,1.0,0.0,11.8,4.8,4.2,1.4,0.2
2021-07-11,AZ Alkmaar,9.0,4.0,4.0,2.0,0.0,10.6,4.2,5.0,1.4,0.2
2021-08-05,AZ Alkmaar,8.0,5.0,6.0,3.0,1.0,11.4,4.6,5.4,1.6,0.0
2021-09-01,AZ Alkmaar,15.0,4.0,11.0,0.0,0.0,11.2,4.6,6.4,1.6,0.2
2021-10-04,AZ Alkmaar,20.0,10.0,9.0,0.0,0.0,12.2,4.4,7.0,1.4,0.2
2021-11-09,AZ Alkmaar,7.0,3.0,6.0,2.0,0.0,13.0,5.4,7.2,1.2,0.2
2021-12-12,AZ Alkmaar,5.0,3.0,1.0,1.0,0.0,11.8,5.2,7.2,1.4,0.2
2022-01-09,AZ Alkmaar,30.0,13.0,8.0,1.0,0.0,11.0,5.0,6.6,1.2,0.2
2022-01-10,AZ Alkmaar,13.0,7.0,1.0,1.0,0.0,15.4,6.6,7.0,0.8,0.0
2022-02-04,AZ Alkmaar,9.0,2.0,2.0,1.0,0.0,15.0,7.2,5.0,1.0,0.0
2022-04-09,AZ Alkmaar,15.0,7.0,1.0,2.0,0.0,12.8,5.6,3.6,1.2,0.0
2022-05-02,AZ Alkmaar,12.0,3.0,5.0,4.0,0.0,14.4,6.4,2.6,1.2,0.0
2022-06-03,AZ Alkmaar,10.0,7.0,6.0,1.0,0.0,15.8,6.4,3.4,1.8,0.0
2022-06-11,AZ Alkmaar,12.0,6.0,5.0,3.0,0.0,11.8,5.2,3.0,1.8,0.0
2022-07-08,AZ Alkmaar,19.0,8.0,7.0,1.0,0.0,11.6,5.0,3.8,2.2,0.0
2022-08-05,AZ Alkmaar,12.0,4.0,0.0,3.0,0.0,13.6,6.2,4.8,2.2,0.0
2022-09-10,AZ Alkmaar,14.0,6.0,7.0,0.0,0.0,13.0,5.6,4.6,2.4,0.0
2022-10-04,AZ Alkmaar,14.0,5.0,3.0,1.0,0.0,13.4,6.2,5.0,1.6,0.0
2022-11-05,AZ Alkmaar,9.0,4.0,6.0,1.0,0.0,14.2,5.8,4.4,1.6,0.0
2022-11-09,AZ Alkmaar,12.0,3.0,6.0,1.0,0.0,13.6,5.4,4.6,1.2,0.0
2022-12-11,AZ Alkmaar,10.0,3.0,2.0,2.0,0.0,12.2,4.4,4.4,1.2,0.0
2023-01-04,AZ Alkmaar,21.0,7.0,9.0,5.0,0.0,11.8,4.2,4.8,1.0,0.0
2023-01-10,AZ Alkmaar,12.0,7.0,1.0,1.0,0.0,13.2,4.4,5.2,2.0,0.0
2023-03-03,AZ Alkmaar,16.0,6.0,6.0,1.0,0.0,12.8,4.8,4.8,2.0,0.0
2023-03-09,AZ Alkmaar,16.0,7.0,9.0,0.0,0.0,14.2,5.2,4.8,2.0,0.0
2023-03-12,AZ Alkmaar,20.0,9.0,5.0,1.0,0.0,15.0,6.0,5.4,1.8,0.0
2023-04-02,AZ Alkmaar,13.0,3.0,6.0,3.0,0.0,17.0,7.2,6.0,1.6,0.0
2023-04-11,AZ Alkmaar,11.0,4.0,7.0,3.0,0.0,15.4,6.4,5.4,1.2,0.0
2023-06-05,AZ Alkmaar,11.0,4.0,2.0,2.0,0.0,15.2,5.8,6.6,1.6,0.0
2023-06-12,AZ Alkmaar,26.0,4.0,13.0,0.0,0.0,14.2,5.4,5.8,1.8,0.0
2023-07-01,AZ Alkmaar,15.0,5.0,7.0,2.0,0.0,16.2,4.8,6.6,1.8,0.0
2023-08-04,AZ Alkmaar,16.0,3.0,4.0,2.0,0.0,15.2,4.0,7.0,2.0,0.0
2023-08-10,AZ Alkmaar,12.0,4.0,4.0,1.0,0.0,15.8,4.0,6.6,1.8,0.0
2023-09-12,AZ Alkmaar,13.0,7.0,6.0,2.0,0.0,16.0,4.0,6.0,1.4,0.0
2023-10-02,AZ Alkmaar,21.0,11.0,10.0,0.0,0.0,16.4,4.6,6.8,1.4,0.0
2023-11-03,AZ Alkmaar,10.0,3.0,5.0,0.0,0.0,15.4,6.0,6.2,1.4,0.0
2023-12-11,AZ Alkmaar,7.0,1.0,0.0,1.0,0.0,14.4,5.6,5.8,1.0,0.0
2024-01-12,AZ Alkmaar,20.0,5.0,8.0,0.0,0.0,12.6,5.2,5.0,0.8,0.0
2024-02-03,AZ Alkmaar,15.0,4.0,6.0,2.0,0.0,14.2,5.4,5.8,0.6,0.0
2024-02-11,AZ Alkmaar,9.0,5.0,0.0,0.0,0.0,14.6,4.8,5.8,0.6,0.0
2024-03-04,AZ Alkmaar,18.0,4.0,6.0,1.0,0.0,12.2,3.6,3.8,0.6,0.0
2024-04-02,AZ Alkmaar,14.0,4.0,5.0,2.0,0.0,13.8,3.8,4.0,0.8,0.0
2024-05-05,AZ Alkmaar,10.0,4.0,4.0,3.0,0.0,15.2,4.4,5.0,1.0,0.0
2024-06-04,AZ Alkmaar,10.0,6.0,7.0,2.0,0.0,13.2,4.2,4.2,1.6,0.0
2024-06-10,AZ Alkmaar,10.0,3.0,5.0,2.0,0.0,12.2,4.6,4.4,1.6,0.0
2024-08-12,AZ Alkmaar,12.0,4.0,6.0,1.0,0.0,12.4,4.2,5.4,2.0,0.0
2024-10-02,AZ Alkmaar,10.0,3.0,6.0,1.0,0.0,11.2,4.2,5.4,2.0,0.0
2024-10-03,AZ Alkmaar,16.0,10.0,3.0,0.0,0.0,10.4,4.0,5.6,1.8,0.0
2024-10-08,AZ Alkmaar,6.0,3.0,8.0,2.0,1.0,11.6,5.2,5.4,1.2,0.0
2024-10-11,AZ Alkmaar,30.0,3.0,10.0,0.0,0.0,10.8,4.6,5.6,1.2,0.2
2024-12-05,AZ Alkmaar,17.0,4.0,3.0,0.0,0.0,14.8,4.6,6.6,0.8,0.2
2025-01-04,AZ Alkmaar,24.0,6.0,12.0,0.0,0.0,15.8,4.6,6.0,0.6,0.2
2025-02-02,AZ Alkmaar,17.0,7.0,10.0,0.0,0.0,18.6,5.2,7.2,0.4,0.2
2025-02-03,AZ Alkmaar,10.0,4.0,6.0,3.0,0.0,18.8,4.6,8.6,0.4,0.2
2025-02-11,AZ Alkmaar,20.0,14.0,9.0,1.0,0.0,19.6,4.8,8.2,0.6,0.0
2025-04-05,AZ Alkmaar,17.0,8.0,9.0,3.0,1.0,17.6,7.0,8.0,0.8,0.0
2025-05-04,AZ Alkmaar,13.0,5.0,5.0,3.0,0.0,17.6,7.8,9.2,1.4,0.2
2025-05-10,AZ Alkmaar,27.0,10.0,6.0,3.0,0.0,15.4,7.6,7.8,2.0,0.2
2025-07-12,AZ Alkmaar,23.0,7.0,11.0,2.0,0.0,17.4,8.2,7.0,2.6,0.2
2025-09-02,AZ Alkmaar,11.0,6.0,3.0,0.0,0.0,20.0,8.8,8.0,2.4,0.2
2025-09-11,AZ Alkmaar,8.0,3.0,4.0,2.0,0.0,18.2,7.2,6.8,2.2,0.2
2025-10-08,AZ Alkmaar,10.0,5.0,6.0,2.0,0.0,16.4,6.2,5.8,2.0,0.0
2025-11-01,AZ Alkmaar,8.0,5.0,1.0,2.0,0.0,15.8,6.2,6.0,1.8,0.0
2025-11-05,AZ Alkmaar,19.0,12.0,11.0,1.0,0.0,12.0,5.2,5.0,1.6,0.0
2026-01-03,AZ Alkmaar,10.0,6.0,4.0,3.0,0.0,11.2,6.2,5.0,1.4,0.0
2026-03-05,AZ Alkmaar,18.0,4.0,4.0,0.0,0.0,11.0,6.2,5.2,2.0,0.0
2026-04-04,AZ Alkmaar,15.0,6.0,10.0,0.0,0.0,13.0,6.4,5.2,1.6,0.0
2026-07-03,AZ Alkmaar,13.0,5.0,6.0,1.0,0.0,14.0,6.6,6.0,1.2,0.0
2026-08-02,AZ Alkmaar,13.0,6.0,2.0,3.0,0.0,15.0,6.6,7.0,1.0,0.0
2026-10-01,AZ Alkmaar,17.0,8.0,7.0,0.0,0.0,13.8,5.4,5.2,1.4,0.0
2026-10-05,AZ Alkmaar,13.0,3.0,3.0,0.0,0.0,15.2,5.8,5.8,0.8,0.0
2026-12-04,AZ Alkmaar,23.0,10.0,6.0,1.0,0.0,14.2,5.6,5.6,0.8,0.0
,AZ Alkmaar,,,,,,15.8,6.4,4.8,1.0,0.0
,AZ Alkmaar,,,,,,16.5,6.75,4.5,1.0,0.0
,AZ Alkmaar,,,,,,17.666666666666668,7.0,5.333333333333333,0.3333333333333333,0.0
,AZ Alkmaar,,,,,,18.0,6.5,4.5,0.5,0.0
,AZ Alkmaar,,,,,,23.0,10.0,6.0,1.0,0.0
,AZ Alkmaar,,,,,,,,,,
,AZ Alkmaar,,,,,,,,,,
,AZ Alkmaar,,,,,,,,,,
,AZ Alkmaar,,,,,,,,,,
,AZ Alkmaar,,,,,,,,,,
,AZ Alkmaar,,,,,,,,,,
,AZ Alkmaar,,,,,,,,,,
,AZ Alkmaar,,,,,,,,,,
,AZ Alkmaar,,,,,,,,,,
,AZ Alkmaar,,,,,,,,,,
,AZ Alkmaar,,,,,,,,,,
,AZ Alkmaar,,,,,,,,,,
,AZ Alkmaar,,,,,,,,,,
,AZ Alkmaar,,,,,,,,,,
,AZ Alkmaar,,,,,,,,,,
,AZ Alkmaar,,,,,,,,,,
,AZ Alkmaar,,,,,,,,,,
,AZ Alkmaar,,,,,,,,,,
,AZ Alkmaar,,,,,,,,,,
,AZ Alkmaar,,,,,,,,,,
,AZ Alkmaar,,,,,,,,,,
,AZ Alkmaar,,,,,,,,,,
,AZ Alkmaar,,,,,,,,,,
,AZ Alkmaar,,,,,,,,,,
,AZ Alkmaar,,,,,,,,,,
,AZ Alkmaar,,,,,,,,,,
,AZ Alkmaar,,,,,,,,,,
,AZ Alkmaar,,,,,,,,,,
,AZ Alkmaar,,,,,,,,,,
,AZ Alkmaar,15.0,8.0,7.0,3.0,0.0,,,,,
,AZ Alkmaar,32.0,9.0,8.0,2.0,0.0,15.0,8.0,7.0,3.0,0.0
,AZ Alkmaar,27.0,9.0,7.0,3.0,0.0,23.5,8.5,7.5,2.5,0.0
,AZ Alkmaar,16.0,6.0,7.0,1.0,0.0,24.666666666666668,8.666666666666666,7.333333333333333,2.6666666666666665,0.0
,AZ Alkmaar,15.0,5.0,8.0,0.0,0.0,22.5,8.0,7.25,2.25,0.0
,AZ Alkmaar,20.0,6.0,26.0,1.0,0.0,21.0,7.4,7.4,1.8,0.0
,AZ Alkmaar,9.0,2.0,5.0,0.0,0.0,22.0,7.0,11.2,1.4,0.0
,AZ Alkmaar,22.0,8.0,7.0,1.0,0.0,17.4,5.6,10.6,1.0,0.0
,AZ Alkmaar,14.0,6.0,5.0,3.0,0.0,16.4,5.4,10.6,0.6,0.0
,AZ Alkmaar,20.0,6.0,4.0,4.0,0.0,16.0,5.4,10.2,1.0,0.0
,AZ Alkmaar,19.0,9.0,5.0,2.0,1.0,17.0,5.6,9.4,1.8,0.0
,AZ Alkmaar,15.0,4.0,7.0,2.0,0.0,16.8,6.2,5.2,2.0,0.2
,AZ Alkmaar,24.0,7.0,4.0,0.0,0.0,18.0,6.6,5.6,2.4,0.2
,AZ Alkmaar,18.0,3.0,4.0,1.0,0.0,18.4,6.4,5.0,2.2,0.2
,AZ Alkmaar,25.0,13.0,10.0,0.0,0.0,19.2,5.8,4.8,1.8,0.2
,AZ Alkmaar,10.0,3.0,4.0,5.0,0.0,20.2,7.2,6.0,1.0,0.2
,AZ Alkmaar,11.0,4.0,7.0,3.0,1.0,18.4,6.0,5.8,1.6,0.0
,AZ Alkmaar,12.0,6.0,4.0,1.0,0.0,17.6,6.0,5.8,1.8,0.2
,AZ Alkmaar,11.0,6.0,4.0,3.0,0.0,15.2,5.8,5.8,2.0,0.2
,AZ Alkmaar,19.0,9.0,12.0,1.0,0.0,13.8,6.4,5.8,2.4,0.2
,AZ Alkmaar,16.0,5.0,2.0,0.0,0.0,12.6,5.6,6.2,2.6,0.2
,AZ Alkmaar,18.0,8.0,4.0,2.0,0.0,13.8,6.0,5.8,1.6,0.2
,AZ Alkmaar,20.0,5.0,10.0,1.0,0.0,15.2,6.8,5.2,1.4,0.0
,AZ Alkmaar,18.0,11.0,4.0,0.0,0.0,16.8,6.6,6.4,1.4,0.0
,AZ Alkmaar,33.0,16.0,14.0,0.0,0.0,18.2,7.6,6.4,0.8,0.0
,AZ Alkmaar,16.0,6.0,6.0,1.0,0.0,21.0,9.0,6.8,0.6,0.0
,AZ Alkmaar,15.0,5.0,8.0,2.0,0.0,21.0,9.2,7.6,0.8,0.0
,AZ Alkmaar,23.0,10.0,12.0,0.0,0.0,20.4,8.6,8.4,0.8,0.0
,AZ Alkmaar,12.0,5.0,7.0,2.0,0.0,21.0,9.6,8.8,0.6,0.0
,AZ Alkmaar,10.0,3.0,6.0,3.0,1.0,19.8,8.4,9.4,1.0,0.0
,AZ Alkmaar,23.0,8.0,7.0,1.0,0.0,15.2,5.8,7.8,1.6,0.2
,AZ Alkmaar,16.0,11.0,5.0,0.0,0.0,16.6,6.2,8.0,1.6,0.2
,AZ Alkmaar,13.0,4.0,3.0,2.0,0.0,16.8,7.4,7.4,1.2,0.2
,AZ Alkmaar,19.0,13.0,9.0,1.0,0.0,14.8,6.2,5.6,1.6,0.2
,AZ Alkmaar,16.0,8.0,3.0,1.0,0.0,16.2,7.8,6.0,1.4,0.2
,AZ Alkmaar,18.0,3.0,6.0,3.0,0.0,17.4,8.8,5.4,1.0,0.0
,AZ Alkmaar,11.0,3.0,4.0,1.0,0.0,16.4,7.8,5.2,1.4,0.0
,AZ Alkmaar,21.0,11.0,7.0,3.0,0.0,15.4,6.2,5.0,1.6,0.0
,AZ Alkmaar,15.0,3.0,9.0,1.0,0.0,17.0,7.6,5.8,1.8,0.0
,AZ Alkmaar,13.0,8.0,4.0,2.0,0.0,16.2,5.6,5.8,1.8,0.0
,AZ Alkmaar,15.0,7.0,6.0,2.0,0.0,15.6,5.6,6.0,2.0,0.0
,AZ Alkmaar,17.0,7.0,9.0,0.0,0.0,15.0,6.4,6.0,1.8,0.0
,AZ Alkmaar,29.0,12.0,23.0,1.0,0.0,16.2,7.2,7.0,1.6,0.0
,AZ Alkmaar,11.0,4.0,8.0,5.0,0.0,17.8,7.4,10.2,1.2,0.0
,AZ Alkmaar,10.0,3.0,4.0,0.0,0.0,17.0,7.6,10.0,2.0,0.0
,AZ Alkmaar,21.0,8.0,8.0,2.0,0.0,16.4,6.6,10.0,1.6,0.0
,AZ Alkmaar,19.0,10.0,9.0,2.0,0.0,17.6,6.8,10.4,1.6,0.0
,AZ Alkmaar,10.0,5.0,5.0,3.0,0.0,18.0,7.4,10.4,2.0,0.0
,AZ Alkmaar,17.0,8.0,2.0,0.0,0.0,14.2,6.0,6.8,2.4,0.0
,AZ Alkmaar,9.0,2.0,6.0,1.0,0.0,15.4,6.8,5.6,1.4,0.0
,AZ Alkmaar,36.0,11.0,6.0,1.0,0.0,15.2,6.6,6.0,1.6,0.0
,AZ Alkmaar,7.0,2.0,6.0,0.0,0.0,18.2,7.2,5.6,1.4,0.0
,AZ Alkmaar,16.0,7.0,2.0,0.0,0.0,15.8,5.6,5.0,1.0,0.0
,AZ Alkmaar,19.0,4.0,9.0,1.0,0.0,17.0,6.0,4.4,0.4,0.0
,AZ Alkmaar,6.0,0.0,6.0,0.0,0.0,17.4,5.2,5.8,0.6,0.0
,AZ Alkmaar,14.0,7.0,9.0,0.0,0.0,16.8,4.8,5.8,0.4,0.0
,AZ Alkmaar,11.0,3.0,2.0,0.0,0.0,12.4,4.0,6.4,0.2,0.0
,AZ Alkmaar,11.0,6.0,2.0,1.0,0.0,13.2,4.2,5.6,0.2,0.0
,AZ Alkmaar,16.0,9.0,8.0,2.0,0.0,12.2,4.0,5.6,0.4,0.0
,AZ Alkmaar,17.0,8.0,9.0,2.0,0.0,11.6,5.0,5.4,0.6,0.0
,AZ Alkmaar,16.0,6.0,3.0,1.0,0.0,13.8,6.6,6.0,1.0,0.0
,AZ Alkmaar,9.0,7.0,1.0,2.0,0.0,14.2,6.4,4.8,1.2,0.0
,AZ Alkmaar,15.0,2.0,8.0,3.0,0.0,13.8,7.2,4.6,1.6,0.0
,AZ Alkmaar,10.0,2.0,7.0,2.0,1.0,14.6,6.4,5.8,2.0,0.0
,AZ Alkmaar,16.0,3.0,5.0,2.0,0.0,13.4,5.0,5.6,2.0,0.2
,AZ Alkmaar,17.0,7.0,8.0,1.0,0.0,13.2,4.0,4.8,2.0,0.2
,AZ Alkmaar,20.0,7.0,3.0,0.0,0.0,13.4,4.2,5.8,2.0,0.2
,AZ Alkmaar,5.0,2.0,2.0,1.0,0.0,15.6,4.2,6.2,1.6,0.2
,AZ Alkmaar,17.0,9.0,7.0,0.0,0.0,13.6,4.2,5.0,1.2,0.2
,AZ Alkmaar,13.0,3.0,6.0,0.0,1.0,15.0,5.6,5.0,0.8,0.0
,AZ Alkmaar,12.0,4.0,8.0,1.0,0.0,14.4,5.6,5.2,0.4,0.2
,AZ Alkmaar,20.0,7.0,6.0,1.0,1.0,13.4,5.0,5.2,0.4,0.2
,AZ Alkmaar,23.0,7.0,8.0,1.0,0.0,13.4,5.0,5.8,0.6,0.4
,AZ Alkmaar,24.0,8.0,15.0,2.0,0.0,17.0,6.0,7.0,0.6,0.4
,AZ Alkmaar,13.0,7.0,3.0,1.0,0.0,18.4,5.8,8.6,1.0,0.4
,AZ Alkmaar,13.0,7.0,4.0,0.0,0.0,18.4,6.6,8.0,1.2,0.2
