elo_home,elo_away,form_home_5,form_away_5,gf_home_5,ga_home_5,gf_away_5,ga_away_5,attack_home,defense_home,attack_away,defense_away,avg_shots_home_5,avg_shots_away_5,avg_sot_home_5,avg_sot_away_5,avg_corners_home_5,avg_corners_away_5,avg_yellow_home_5,avg_yellow_away_5,avg_red_home_5,avg_red_away_5,target
1497.5449103404924,1482.67871681343,6.0,3.0,1.5,2.0,1.0,1.75,1.5,2.0,1.0,1.75,,,,,,,,,,,1
1491.1326302204052,1537.7441988302155,3.0,12.0,1.0,2.0,3.5,1.5,1.0,2.0,3.5,1.5,,,,,,,,,,,0
1471.140852452976,1509.9917251272818,0.0,4.5,1.0,2.333333333333333,2.0,1.0,1.0,2.333333333333333,2.0,1.0,,,,,,,,,,,2
1489.71225631668,1510.2794684162,1.5,6.0,0.0,0.5,1.6666666666666667,1.0,0.0,0.5,1.6666666666666667,1.0,,,,,,,,,,,0
1509.4343984662814,1519.9917180729458,4.5,6.0,2.0,0.5,2.5,1.5,2.0,0.5,2.5,1.5,,,,,,,,,,,0
1499.1537822632934,1509.7129358329582,4.5,6.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,,,,,,,,,,,2
1529.696774017541,1500.2794617562658,9.0,4.5,3.0,0.6666666666666666,1.0,1.3333333333333333,3.0,0.6666666666666666,1.0,1.3333333333333333,,,,,,,,,,,0
1497.117287833392,1500.0,7.5,1.5,1.2,1.6,1.0,1.0,1.2,1.6,1.0,1.0,,,,,,,,,,,0
1510.28774368332,1470.8613298404443,3.0,0.0,3.0,1.0,0.6666666666666666,2.6666666666666665,3.0,1.0,0.6666666666666666,2.6666666666666665,,,,,,,,,,,1
1509.9917180729458,1480.28774368332,4.5,0.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,,,,,,,,,,,0
1518.8673697795948,1509.416972133786,9.0,6.0,2.0,1.0,1.3333333333333333,1.0,2.0,1.0,1.3333333333333333,1.0,,,,,,,,,,,1
1509.1578063083828,1489.7051712412522,4.5,1.5,2.0,1.0,0.5,1.5,2.0,1.0,0.5,1.5,,,,,,,,,,,0
1483.1063393205302,1490.5585142891052,4.5,1.5,0.8,1.4,0.5,1.0,0.8,1.4,0.5,1.0,,,,,,,,,,,2
1500.0080505959256,1519.7381690625014,1.5,7.5,2.0,2.0,2.333333333333333,0.6666666666666666,2.0,2.0,2.333333333333333,0.6666666666666666,,,,,,,,,,,1
1480.139875458072,1481.1137824875566,0.0,0.0,0.5,2.0,0.0,2.5,0.5,2.0,0.0,2.5,,,,,,,,,,,0
1500.8615528464238,1519.4091124997572,3.0,9.0,0.5,1.5,1.5,0.5,0.5,1.5,1.5,0.5,,,,,,,,,,,0
1489.4576055964944,1518.8781447052656,4.5,7.5,1.0,1.25,2.0,1.0,1.0,1.25,2.0,1.0,,,,,,,,,,,1
1499.71225631668,1509.7205382437342,3.0,4.5,2.0,2.0,1.0,0.5,2.0,2.0,1.0,0.5,,,,,,,,,,,1
1510.0,1519.1386701595557,4.5,6.0,1.0,0.5,2.0,0.0,1.0,0.5,2.0,0.0,,,,,,,,,,,1
1500.303537750394,1519.1388459419272,4.5,7.5,1.0,0.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,0.3333333333333333,1.6666666666666667,0.6666666666666666,,,,,,,,,,,1
1490.56675634087,1519.146891230344,3.0,7.5,0.0,0.6666666666666666,1.0,0.3333333333333333,0.0,0.6666666666666666,1.0,0.3333333333333333,,,,,,,,,,,2
1500.5832654286248,1490.0082748727182,3.0,1.5,1.5,1.0,1.5,2.0,1.5,1.0,1.5,2.0,,,,,,,,,,,1
1519.7039814439618,1509.146253101357,6.0,6.0,2.0,0.5,1.6666666666666667,1.3333333333333333,2.0,0.5,1.6666666666666667,1.3333333333333333,,,,,,,,,,,2
1462.2544328749923,1499.7044782546952,0.0,3.0,1.0,2.25,1.0,1.5,1.0,2.25,1.0,1.5,,,,,,,,,,,2
1490.5835242664093,1510.0082748727182,3.0,6.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.0,,,,,,,,,,,0
1490.2709888483444,1489.917030778138,3.0,1.5,2.0,2.0,0.5,1.5,2.0,2.0,0.5,1.5,,,,,,,,,,,1
1507.200257055254,1519.71225631668,7.5,6.0,1.2,1.4,1.5,0.5,1.2,1.4,1.5,0.5,,,,,,,,,,,0
1509.7536131313825,1480.5832654286248,7.5,0.0,1.0,1.0,0.5,2.5,1.0,1.0,0.5,2.5,,,,,,,,,,,0
